imo,name,ship_type,build_year,gross_tonnage,DWT
7303803,,Chemical Tanker,1973,1757,3003
7408873,,Chemical/Oil Products Tanker,1975,1676,2507
8106496,,Oil Products Tanker,1981,962,1731
8122347,,Crude Oil Tanker,1982,1914,3150
8126070,,Oil Products Tanker,1982,3508,6031
8223050,,Oil Products Tanker,1983,1305,1550
8231057,,Oil Products Tanker,1975,3463,4125
8312497,,Oil Products Tanker,1983,2998,4999
8319952,,Bunkering Tanker,1983,335,710
8517243,,Bunkering Tanker,1985,498,640
8518572,,Oil Products Tanker,1986,7090,10628
8519966,,LPG Tanker,1987,47249,51466
8604917,,Oil Products Tanker,1986,748,1206
8605026,,Oil Products Tanker,1986,1113,1966
8613360,,Oil Products Tanker,1986,996,2101
8660313,,Oil Products Tanker,2005,2808,3565
8691702,,Oil Products Tanker,2003,2228,3398
8700096,,Oil Products Tanker,1988,2966,2976
8705539,,Oil Products Tanker,1987,1995,2889
8712362,,Oil Products Tanker,1987,1220,2750
8720436,KUM UN SAN,oil tanker,1988,1023,2070
8791667,,Oil Products Tanker,1996,2955,4983
8806321,,Bitumen Tanker,1988,992,1266
8808525,BRONCO,Oil Products Tanker,2005,22950,39999
8817693,,LPG Tanker,1990,4086,4828
8818207,,LPG Tanker,1990,42465,49701
8818219,,LPG Tanker,1990,44493,49996
8818843,,LPG Tanker,1990,19643,29271
8821761,,Oil Products Tanker,1991,4614,7070
8898740,,Bunkering Tanker,1995,841,1250
8909472,MENA,crude oil tanker,1991,29506,45425
8912546,,LPG Tanker,1992,42304,49301
8912558,,LPG Tanker,1990,42465,49618
8916293,,Chemical Tanker,1990,1595,1150
8917467,,Crude Oil Tanker,1992,29506,45425
8917807,,LPG Tanker,1992,45029,56864
8966535,,Oil Products Tanker,1985,815,1205
8982888,GLOBAL EMERALD,Oil Products Tanker,2003,6883,10000
9000883,,LPG Tanker,1991,42286,49345
9002491,,LPG Tanker,1992,45029,56945
9002908,,LPG Tanker,1992,47597,64220
9003550,,Oil Products Tanker,1990,4472,7758
9004815,,Bitumen Tanker,1991,2920,4059
9005053,,LPG Tanker,1993,44868,49874
9005065,,LPG Tanker,1993,44868,49880
9005338,,Bitumen Tanker,1991,4098,6616
9005493,,LPG Tanker,1992,3703,4447
9007386,,LPG Tanker,1991,44493,50357
9008108,,LPG Tanker,1992,44690,50667
9012886,,LPG Tanker,1993,42341,49255
9014420,,LPG Tanker,1993,22521,25926
9014432,,LPG Tanker,1994,22521,30761
9014456,,LPG Tanker,1993,44549,50357
9018464,,Crude Oil Tanker,1993,79978,149686
9030591,,Crude Oil Tanker,1994,20200,36457
9031519,,LPG Tanker,1993,42539,49242
9032666,J881,oil tanker,1992,25669,41315
9035541,,Chemical/Oil Products Tanker,1997,3729,5250
9036052,,Bunkering Tanker,1991,335,750
9036935,,Bunkering Tanker,1991,453,750
9038842,,Crude Oil Tanker,1993,54827,99438
9040118,,LPG Tanker,1994,5821,6758
9041057,,Crude Oil Tanker,1996,79592,146273
9041643,,Bitumen Tanker,1991,685,1229
9041655,,LPG Tanker,1992,44704,50400
9045807,,LPG Tanker,1995,10018,9695
9046784,,LPG Tanker,1993,44576,49999
9051636,,General Cargo Ship,1996,16621,22967
9052331,,LPG Tanker,1994,42551,49353
9053816,,LPG Tanker,1996,3853,4338
9056571,,Oil Products Tanker,1995,5378,8492
9066978,,Oil Products Tanker,1993,1181,2250
9070072,,LPG Tanker,1995,5821,5632
9078191,,Oil Products Tanker,1993,2951,4920
9079066,,Crude Oil Tanker,1996,156809,298732
9079078,,Crude Oil Tanker,1996,156809,298731
9079107,,Crude Oil Tanker,1996,156809,298732
9079169,,Bulk Carrier,1995,27078,43706
9080493,,Chemical/Oil Products Tanker,1995,26218,46166
9087714,,Chemical/Oil Products Tanker,1994,1180,1799
9088536,,LPG Tanker,1995,44546,49679
9102198,,LPG Tanker,1995,23519,29458
9102239,WU XIAN,crude oil tanker,1996,163882,30061
9102241,,Crude Oil Tanker,1996,163882,300361
9102277,,Crude Oil Tanker,1997,163882,300361
9105085,CONTRACT II,chemical/oil tanker,1996,26218,46267
9105140,,Oil Products Tanker,1995,11426,17095
9105906,,Crude Oil Tanker,1995,52067,97220
9108099,,LPG Tanker,1996,25300,38518
9108104,,Chemical/Oil Products Tanker,1995,12394,19999
9113094,,Crude Oil Tanker,1996,7463,12913
9113276,,Oil Products Tanker,1994,2878,3602
9113379,,LPG Tanker,1996,47027,54155
9114581,,LPG Tanker,1995,44574,49743
9114608,,Crude Oil Tanker,1996,79832,148435
9115303,,LPG Tanker,1996,44694,49849
9116412,,Crude Oil Tanker,1997,156880,300579
9116632,POLAR ROCK,crude oil tanker,1996,56924,105274
9117478,,Oil Products Tanker,1996,28341,47144
9117492,,Oil Products Tanker,1997,28338,47144
9117818,,Chemical/Oil Products Tanker,1994,1997,3275
9118745,,Oil Products Tanker,1994,1984,3207
9120994,DEVREZ,Chemical/Oil Products Tanker,1996,28357,46162
9121699,ANDIA,Oil Products Tanker,1996,6534,10877
9125126,CASPIA,Chemical/Oil Products Tanker,1997,12273,19087
9125138,DELICE,Chemical/Oil Products Tanker,1998,12249,19062
9125712,GLOBAL PEAK,Oil Products Tanker,1996,7354,12083
9125724,GLOBAL EVEREST,Oil Products Tanker,1996,7354,12083
9126015,GALA ROSE,Chemical/Oil Products Tanker,1997,29321,45809
9127033,THE GAS AMELIA,LPG Tanker,1996,44549,49708
9127667,TONDA SOURCE,Chemical/Oil Products Tanker,1997,21897,40727
9131096,G JADES,LPG Tanker,1997,5420,7246
9131101,SUN,LPG Tanker,1997,5420,4995
9131357,ORION,Crude Oil Tanker,1997,71850,124768
9133070,FLORA,Chemical/Oil Products Tanker,1997,29083,45049
9133082,MAYMEI,Chemical/Oil Products Tanker,1997,29083,44936
9133850,CS DEVELOPMENT,FSO,1997,163720,300955
9134165,MAX STAR,LPG Tanker,1996,25337,30309
9134294,ECHO STAR,LPG Tanker,1997,44652,49651
9135547,SALOME I,Chemical/Oil Products Tanker,1996,20043,30553
9136058,FOREVER,Crude Oil Tanker,1997,57949,107169
9136113,GLOBAL RANI,Bitumen Tanker,1996,3987,4250
9136644,SIMRAN,Bitumen Tanker,1995,1043,1312
9137648,CARUZO,Crude Oil Tanker,1998,81148,146645
9139696,G YMM,LPG Tanker,1997,22135,26897
9140451,SEA ROCK,Chemical/Oil Products Tanker,1996,9553,15313
9141259,NOVA,Oil Products Tanker,1997,5903,8955
9142150,AKOYA GAS,LPG Tanker,1997,22323,26943
9142916,OKEAN,Oil Products Tanker,1996,3091,4653
9143506,G BAMBOO,LPG Tanker,1997,5420,7237
9144782,BODHI,Crude Oil Tanker,1997,56127,106547
9147447,TIA,Crude Oil Tanker,1998,57148,105336
9149251,RAISSA,Chemical/Oil Products Tanker,1998,27526,47343
9150365,MAHVA,Crude Oil Tanker,1998,78845,150841
9150377,STAR 5,Crude Oil Tanker,1998,78845,150812
9151890,ODIN,oil tanker,1998,5685,8269
9153513,CS BRILLIANCE,FSO,1998,159423,300058
9153525,LILLIAN,Crude Oil Tanker,1998,159423,299986
9154000,THEMIR,Chemical/Oil Products Tanker,1998,20573,30952
9155341,ALAA,LPG Tanker,1998,15180,18111
9155808,MT SOLAN,crude oil tanker,1998,79633,153152
9157478,VINA,LPG Tanker,1998,17980,23292
9157765,ZENITH,Crude Oil Tanker,1998,58141,105161
9158161,NIRVANA,chemical/oil tanker,1999,27526,47431
9160475,RATINA,LPG Tanker,1998,5103,6095
9162502,KALI,Chemical/Oil Products Tanker,1998,28352,45999
9162916,SETA,Oil Products Tanker,1997,28400,47198
9162928,NOBLE,Chemical/Oil Products Tanker,1998,28400,47198
9163269,PETERPAUL,Chemical/Oil Products Tanker,1998,19257,35994
9163764,ARNO BABAJANYAN,Oil Products Tanker,1999,8850,14369
9164500,GLOBAL STAR,Oil Products Tanker,1999,8594,13864
9164512,AVIOR,Oil Products Tanker,1999,8829,13786
9165542,TIGER,crude oil tanker,1999,56076,106552
9165786,AREZOO,General Cargo Ship,1998,15670,22882
9165815,GOLSAN,General Cargo Ship,1998,15670,22882
9166314,ASTORIA,Chemical/Oil Products Tanker,1999,8886,12712
9166675,FT ISLAND,Crude Oil Tanker,1998,157976,311189
9167148,JAGUAR,Crude Oil Tanker,1999,22181,34987
9167162,FELICITA,Crude Oil Tanker,2000,22181,34999
9167253,WAVE,general cargo vessel,1999,16694,23176
9167289,MENSAR,General Cargo Ship,1999,16694,23176
9167930,MURMANSK,Oil Products Tanker,1998,5698,8245
9168740,ELITE,Oil Products Tanker,1998,28519,47204
9168946,ZEVS,Crude Oil Tanker,1999,72449,126355
9169421,MASAL,Crude Oil Tanker,1998,81265,159211
9169691,CS PROSPERITY,FSO,1999,157863,311224
9171175,CILICIA,Chemical/Oil Products Tanker,2000,13846,19740
9171345,NVS PIONEER,Chemical/Oil Products Tanker,2000,27254,44990
9171357,MAYA,Chemical/Oil Products Tanker,2000,27254,44990
9171448,MARLIM,Crude Oil Tanker,1999,157833,299167
9171450,STARK1,Crude Oil Tanker,2000,81479,159681
9171462,SANAN,Crude Oil Tanker,2000,81479,159758
9171498,ALJAFZIA,Chemical/Oil Products Tanker,1999,29289,44999
9171503,BRIGHT GOLD,Oil Products Tanker,1999,29289,44999
9172038,SINOPA,Crude Oil Tanker,1999,81479,159681
9172040,PRELUDE,Crude Oil Tanker,1999,81479,159681
9172052,SILVIA 1,Crude Oil Tanker,2000,81479,159711
9172636,GAS STRENGTH,LPG Tanker,1999,44469,49609
9173745,CHLOE,Crude Oil Tanker,1999,81526,159539
9174220,PUYANG,Crude Oil Tanker,2000,160262,310105
9174397,ARES,Crude Oil Tanker,1999,158281,311168
9174622,SALUTE LEGEND,Chemical/Oil Products Tanker,1999,28269,46471
9174660,JAMES II,Crude Oil Tanker,1998,79714,159713
9175078,ZAMBRA,Crude Oil Tanker,1999,81565,157327
9176656,PURNA,Oil Products Tanker,1999,21827,32950
9176761,JAKA TARUB,Crude Oil Tanker,1999,39283,74999
9176773,MANISA,Crude Oil Tanker,2000,39283,76002
9176929,OASIS,Crude Oil Tanker,2002,24242,37916
9177155,DESTINY,Crude Oil Tanker,1999,152139,281050
9177583,GREAT SAIL,LPG Tanker,2000,17840,23495
9178044,CONFIDENCE P,Oil Products Tanker,1999,28546,47165
9178068,KATSUYA,Oil Products Tanker,1999,28546,47106
9179701,INFINITY,Crude Oil Tanker,2000,157814,299543
9179854,ADLER,Ro-Ro Cargo Ship,1998,8811,7493
9180152,SULLANA,Crude Oil Tanker,2000,160216,306397
9180164,HAUNCAYO,Crude Oil Tanker,2000,160216,306307
9180281,HUMANITY,Crude Oil Tanker,2000,149383,299990
9181194,FELIX,Crude Oil Tanker,2000,159187,308491
9181649,AZURE VOYAGER,Crude Oil Tanker,2000,157814,299325
9182291,AMOR,crude oil tanker,2000,159397,298552
9182318,SA CRYSTAL,FSO,2000,159397,298570
9182667,ZARA,crude oil tanker,2000,40516,71637
9183295,NEON,Crude Oil Tanker,1999,57066,103967
9183831,NP DUDINKA,Oil Products Tanker,2000,14400,21869
9183934,MT FELICITY,Crude Oil Tanker,2000,149383,299990
9185528,ARTARA,Crude Oil Tanker,2000,81151,159959
9185530,SANAR,Crude Oil Tanker,2000,81151,159901
9185865,FULDA,Chemical/Oil Products Tanker,1999,11962,19477
9187227,MERU,Crude Oil Tanker,2000,81093,159999
9187629,ARTAVIL,Crude Oil Tanker,2000,56068,99144
9187631,APAMA,Crude Oil Tanker,2000,56068,99087
9187643,ARNICA,Crude Oil Tanker,2000,56068,99148
9187655,ARK III,Crude Oil Tanker,2000,56068,99030
9187667,ARGO 1,Crude Oil Tanker,2000,56068,99094
9189110,EVELYN,Crude Oil Tanker,2000,40037,73083
9189146,KYLO,Crude Oil Tanker,2001,81236,160573
9189952,EM UNITY,crude oil tanker,1999,56245,106131
9190078,GLOBAL ACE,Chemical/Oil Products Tanker,1999,8594,13754
9190107,MYS MANORSKIY,General Cargo Ship,2000,12949,17072
9191553,EK,Chemical/Oil Products Tanker,2000,9549,16020
9191711,MEHLE,Crude Oil Tanker,1999,78845,150875
9191773,KINGSWAY,chemical/oil tanker,1998,5827,9224
9192258,SLT EMPIRE,Crude Oil Tanker,2000,57680,105588
9192260,OTARIA,Crude Oil Tanker,2000,57680,105856
9192260,OTARIA,crude oil tanker,2000,57680,105856
9193721,DANUTA I,LPG Tanker,2000,49288,56824
9193733,OCEAN PRIDE,LPG Tanker,2001,49292,56745
9194127,STELLAR ORACLE,Crude Oil Tanker,2001,153911,306344
9194139,DIVIT,Crude Oil Tanker,1999,56115,99123
9194969,OCEAN RADIANCE,LPG Tanker,2000,46021,49999
9194983,DELIVER,Crude Oil Tanker,2000,79063,150284
9196620,UMBA,FSO,2001,159397,300259
9196632,BIANCA JOYSEL,Crude Oil Tanker,2002,159383,298561
9196644,ELVA,Crude Oil Tanker,2002,159383,298465
9197727,AQUA SPIRIT,LPG Tanker,1999,6051,7875
9197832,ANDROMEDA V,Crude Oil Tanker,2000,149282,281037
9197844,HORNET,Crude Oil Tanker,2000,149282,281050
9197909,VIZURI,Crude Oil Tanker,2000,157883,309497
9198082,PRELUDE,Crude Oil Tanker,1999,58125,104556
9198082,GLOBAL STAR,Crude Oil Tanker,1999,58125,104556
9198094,ALA,Crude Oil Tanker,2000,58125,104643
9198290,MD MIRANDA,Oil Products Tanker,1999,28246,46408
9198317,ETERNITY,Crude Oil Tanker,2001,149274,281501
9198771,LEONID,Chemical/Oil Products Tanker,2000,44067,74999
9198783,MARIA,Chemical/Oil Products Tanker,2000,44067,74999
9199127,DELMAR,Oil Products Tanker,2000,57031,101155
9200861,TRUGEN,Oil Products Tanker,2000,5412,7413
9202388,CROWN JEWELS,Chemical/Oil Products Tanker,2000,29644,45286
9203253,ANITA,Crude Oil Tanker,2000,157831,299089
9203265,VORAS,Crude Oil Tanker,2000,157831,299089
9203277,LEXIE,Crude Oil Tanker,2001,157831,298911
9203772,TIREX,Crude Oil Tanker,2001,81230,159165
9203784,ADITYA,Crude Oil Tanker,2000,83724,160373
9203928,FUR UP,Chemical/Oil Products Tanker,2000,28981,44954
9203930,FOUR PLUS,Chemical/Oil Products Tanker,2000,28981,44954
9204764,SEATURBO,Crude Oil Tanker,2000,21353,32230
9204776,SEAMULL,Oil Products Tanker,2001,21353,32238
9204805,SYRMA,Chemical/Oil Products Tanker,2000,11951,19399
9205067,VIKRAM,Crude Oil Tanker,2001,79812,153019
9206035,TULJA KALYANI,FSO,2001,159566,299988
9206671,RANGLER,Crude Oil Tanker,2001,63051,108073
9207027,VERNAL,Crude Oil Tanker,2000,83724,160240
9208069,STELLAR BEVERLY,Crude Oil Tanker,2000,80870,147080
9208112,YUHAN,Chemical/Oil Products Tanker,2000,23253,37418
9208124,SKY RIDER,Chemical/Oil Products Tanker,2000,23235,37418
9208136,VIGO,Crude Oil Tanker,2000,60100,105177
9208215,RHN,Crude Oil Tanker,2000,159577,298920
9208239,PAMIR,LPG Tanker,2001,47156,54800
9208473,ANGEL K,Chemical/Oil Products Tanker,2000,23842,35820
9209300,MT GAMA II,Crude Oil Tanker,1999,41825,69999
9209348,SARVIN,Container Ship,2000,36014,41971
9209350,PERARIN,Container Ship,2000,36014,41978
9209972,TEMIRO,Oil Products Tanker,2000,28522,47044
9211999,SOFIA,Crude Oil Tanker,2000,62569,113424
9212008,VICTORIA,Crude Oil Tanker,2000,62569,113424
9212400,ELPIS,Chemical/Oil Products Tanker,2000,23820,35775
9212759,OLYM,Crude Oil Tanker,2001,83724,160383
9212888,M.T HEDY,Crude Oil Tanker,2002,160930,299242
9212890,HALTI,Crude Oil Tanker,2002,160930,299261
9212905,HAPPINESS I,Crude Oil Tanker,2003,160930,299214
9212917,HASNA,Crude Oil Tanker,2003,160930,299229
9212929,HENNA,Crude Oil Tanker,2003,160930,299242
9213296,ELESO,Crude Oil Tanker,2001,62385,112056
9213313,ALBEDO,Crude Oil Tanker,2001,62385,112118
9215098,MYRI JOY,Chemical/Oil Products Tanker,2000,28410,45999
9215103,MAOMING,Chemical/Oil Products Tanker,2001,28381,45999
9216298,ARCTIC VOSTOK,LNG Tanker,2002,114354,79885
9216547,EQUALITY,Oil Products Tanker,2001,39085,68467
9216559,VENTURA,Oil Products Tanker,2001,39085,68467
9216717,ELIZABET,Crude Oil Tanker,2000,156758,306085
9217979,FAIR TRADER,FSO,2001,157883,309327
9218181,ATLANTIS MZ,Crude Oil Tanker,2000,41841,70514
9218454,DEVON,Crude Oil Tanker,2002,160576,296803
9218466,DOVER,Crude Oil Tanker,2003,160576,296977
9218478,DIAMOND II,Crude Oil Tanker,2003,160576,296977
9218480,DOWNY,Crude Oil Tanker,2004,160576,296977
9218492,DEEP SEA,Crude Oil Tanker,2004,160576,296977
9219056,REX 1,Crude Oil Tanker,2001,82250,164626
9220639,BALTIC LEADER,Ro-Ro Cargo Ship,2000,8831,7195
9220641,LADY MARIIA,Ro-Ro Cargo Ship,2000,8831,7184
9220914,BONETTA,Chemical/Oil Products Tanker,2001,25063,42721
9220938,MODESTE,Chemical/Oil Products Tanker,2001,25063,42721
9220940,SANDS,Chemical/Oil Products Tanker,2001,25063,42721
9220952,QUINN,Crude Oil Tanker,2001,159990,303115
9221267,GLOBAL BEAUTY,chemical/oil tanker,2001,9980,14796
9221657,BLUEFINS,oil tanker,2001,39085,68467
9221671,ESTEGHLAL,Crude Oil Tanker,2000,28539,47052
9221970,SOBAR,Crude Oil Tanker,2001,83723,160183
9222443,VOY,Crude Oil Tanker,2000,152139,281050
9222560,CHEETAH-II,Crude Oil Tanker,2000,28534,47131
9222649,ALSAFA,Oil Products Tanker,2001,28553,47087
9222699,SANTA ANA,Oil Products Tanker,2000,28133,45858
9222704,LIVIA,Oil Products Tanker,2000,28077,45869
9223540,RAINE,LPG Tanker,2001,44694,49995
9223722,CRYSTAL,Chemical/Oil Products Tanker,2001,27955,45290
9224271,NICHOLA,Crude Oil Tanker,2002,81310,160288
9224283,NEER 1,Crude Oil Tanker,2002,81310,149993
9224295,OCTANS,Crude Oil Tanker,2001,160100,309371
9224465,OLAF 1,Crude Oil Tanker,2002,81085,159184
9224570,SEA WISE,Oil Products Tanker,2001,28539,47065
9224805,OXIS,Crude Oil Tanker,2001,154348,305870
9225342,QUANTUM STAR,LPG Tanker,2001,46021,49999
9226009,YONG CHANG SHUN HANG,Chemical/Oil Products Tanker,2002,12814,19819
9226011,SINCERE 02,Oil Products Tanker,2001,28522,47084
9226968,SARAK,Crude Oil Tanker,2001,83616,159885
9227443,ARLAN,Crude Oil Tanker,2002,84598,164262
9229025,TALIA,Chemical/Oil Products Tanker,2001,7093,12681
9229362,ATLANTIS I,Crude Oil Tanker,2002,57301,105541
9229374,ODUNE,Crude Oil Tanker,2002,84586,164286
9229439,CERES I,Crude Oil Tanker,2001,160229,299999
9230098,JAMAICA,Crude Oil Tanker,2001,59693,105946
9230426,FLORA B,Oil Products Tanker,2001,23232,37263
9230878,SA CAPRICORN,FSO,2002,161233,306999
9230880,BELLA 1,Crude Oil Tanker,2002,161233,318518
9230907,MOONBAY,Crude Oil Tanker,2002,161135,319430
9230971,SKADI,Crude Oil Tanker,2001,56346,105344
9231212,XANTHOS EOS,Crude Oil Tanker,2002,62247,112661
9231224,RUDRA,Crude Oil Tanker,2002,62247,112679
9231509,CHIOS,Crude Oil Tanker,2002,81085,159314
9231511,YONG TAI,Oil Products Tanker,2002,43075,72910
9231901,PING SHUN,Crude Oil Tanker,2002,62247,112668
9232022,VT QUEEN,Chemical/Oil Products Tanker,2002,25085,40166
9232034,SEAFAITH,Chemical/Oil Products Tanker,2002,25063,40165
9232369,NYMPH THETIS,Chemical/Oil Products Tanker,2000,9797,17427
9232448,HALO 6,Crude Oil Tanker,2002,57062,106149
9232450,FAUSTA,Crude Oil Tanker,2002,57062,106106
9232620,PIONEER SAM,Crude Oil Tanker,2002,40343,69629
9232876,VERNON,Crude Oil Tanker,2003,57171,106074
9232888,AILAMA,Crude Oil Tanker,2003,57171,106074
9232929,MAISHA,Crude Oil Tanker,2002,81270,159453
9232931,NARCISSUS,Crude Oil Tanker,2003,81270,159367
9232955,TERNHAV,Chemical/Oil Products Tanker,2002,9980,14796
9233208,ANNA,Crude Oil Tanker,2002,62247,112664
9233222,DAHAB,Crude Oil Tanker,2002,84586,164445
9233234,ELOISE,Crude Oil Tanker,2002,57508,105709
9233272,SA HORIZON,FSO,2001,159456,298412
9233349,PRIYA,Crude Oil Tanker,2000,56291,106129
9233650,UTOPIA QUEST,Crude Oil Tanker,2002,157003,305795
9233739,VETER,Crude Oil Tanker,2002,160100,309287
9233741,MITZEL,Crude Oil Tanker,2003,81236,159999
9233753,ATILA,Crude Oil Tanker,2002,160904,309064
9233765,PAZ,Crude Oil Tanker,2003,81310,159999
9233973,NEBULA DRIFT,Oil Products Tanker,2002,27969,45763
9234501,STABILIS I,Chemical/Oil Products Tanker,2002,30770,45467
9234616,PULMONIS,Chemical/Oil Products Tanker,2002,16914,23998
9234642,KOALA,Crude Oil Tanker,2003,84598,164533
9234666,ADELINE G,Crude Oil Tanker,2003,161233,317972
9235244,BALU,FSO,2001,159016,305704
9235268,SA EUROPE,FSO,2002,234006,441561
9235464,PK MARIT,Chemical/Oil Products Tanker,2001,15016,22820
9235476,SUNNY 7 30,Chemical/Oil Products Tanker,2001,15042,22780
9235713,EVELINA,Crude Oil Tanker,2003,57022,105109
9235725,DESERT KITE,Crude Oil Tanker,2003,57022,105166
9235737,COBA,Crude Oil Tanker,2002,161135,319360
9236004,KAIROS,Crude Oil Tanker,2002,78845,149989
9236016,VISION,Crude Oil Tanker,2003,78845,149994
9236248,FENGHUANG,Crude Oil Tanker,2002,59693,105851
9236250,MT VIRGO,Crude Oil Tanker,2002,154348,305796
9236353,BLUE,Crude Oil Tanker,2003,84789,165293
9236640,ONYX,Chemical/Oil Products Tanker,2003,29998,46159
9236731,KURDOS,Chemical/Oil Products Tanker,2001,23217,37345
9236755,MACKEREL GA,Oil Products Tanker,2002,23241,39443
9237228,SOMA,Crude Oil Tanker,2002,56204,105579
9237412,HANSON,Crude Oil Tanker,2004,58374,105010
9237539,NORA,Crude Oil Tanker,2002,159477,298414
9237618,STAR LINE,Crude Oil Tanker,2003,57508,105716
9237620,ITG AMOY,FSO,2003,160889,318778
9237632,STAR FOREST,Crude Oil Tanker,2003,160889,318692
9237797,TIMA,Crude Oil Tanker,2003,164292,316507
9238052,FREYA,Crude Oil Tanker,2002,59719,105656
9238868,MACHO QUEEN,Crude Oil Tanker,2003,160083,309270
9239977,LOANNA,Chemical/Oil Products Tanker,2003,26914,46764
9240407,PRINCESS SOFIA,Crude Oil Tanker,2003,57190,105857
9240419,GAS ENDURANCE,LPG Tanker,2003,46907,54999
9240512,CARINA,Crude Oil Tanker,2003,153911,306314
9240885,LONGEVITY 7,Chemical/Oil Products Tanker,2002,30128,46362
9240914,CHEM,Chemical/Oil Products Tanker,2000,5998,10280
9241114,VITA I,Crude Oil Tanker,2003,161306,319175
9242118,MARIGOLD,Crude Oil Tanker,2003,62254,113013
9242120,NYANTARA,Crude Oil Tanker,2003,62254,113033
9242223,ADONIA,Crude Oil Tanker,2003,59831,104707
9242481,CHINTAMANI,Oil Products Tanker,2002,23235,37296
9243148,ARCTIC METAGAZ,LNG Tanker,2003,93844,77551
9244374,GOODAL,Chemical/Oil Products Tanker,2001,9900,17396
9244623,HARMONY STAR,FSO,2002,160072,300373
9244635,AMAK,Crude Oil Tanker,2002,160084,300405
9244867,A JEWEL,FSO,2002,159016,305178
9245782,FIRENZE K,Crude Oil Tanker,2003,156914,299145
9245794,LATTAFA,Crude Oil Tanker,2003,159709,298330
9246279,ANABEL,Crude Oil Tanker,2002,154369,299997
9246281,GATHER VIEW,Crude Oil Tanker,2002,154338,300838
9246449,GREEN LAND,Chemical/Oil Products Tanker,2002,29998,46136
9246463,FUXI,Chemical/Oil Products Tanker,2003,29998,46157
9246633,SA OCEANIA,FSO,2003,234006,441585
9246798,GOLDEN GLORY,Chemical/Oil Products Tanker,2002,30128,46349
9246803,SWIFT FALCON,Chemical/Oil Products Tanker,2002,30128,46308
9247065,OLIVIA,Chemical/Oil Products Tanker,2003,29576,46286
9247376,MARIEL,Crude Oil Tanker,2002,83616,159924
9247388,ABROS,Chemical/Oil Products Tanker,2004,16901,24086
9247390,TORNADO A,Crude Oil Tanker,2003,56346,105411
